team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
8	3	21	409	998.877	999.476	A	says	yeah .	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	410	998.982	1001.243	B	says	oh we can send our thingies here .	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	411	1002.307	1002.726	A	says	what ?	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	412	1002.412	1003.610	B	says	we can send it here .	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	413	1005.880	1006.898	B	says	okay .	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	414	1007.059	1007.605	B	says	um	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	415	1007.081	1008.775	A	says	okay i'm gonna do this .	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	416	1008.593	1010.862	B	says	okay do it , let me see what you're doing .	[]	[INSTRUCT_A(ADD(6, 4)), INSTRUCT_A(ADD(6, 4)), INSTRUCT_B(ADD(4, None))]	[]
8	3	21	-1	1010.344	1010.344	A	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_A(ADD(4, 6)), MATCH_A(INSTRUCT_B(ADD(4, None)))]
8	3	21	417	1011.377	1011.991	B	says	okay .	[]	[]	[]
8	3	21	418	1012.234	1013.118	A	says	and now what ?	[]	[]	[]
8	3	21	419	1013.567	1015.694	A	says	mount zermatt to mount davos ?	[ADD(4, 9)]	[INSTRUCT_A(ADD(4, 9))]	[INSTRUCT_A(ADD(4, 9))]
8	3	21	420	1015.305	1016.698	B	says	yeah okay .	[]	[INSTRUCT_A(ADD(4, 9))]	[]
8	3	21	-1	1018.072	1018.072	A	adds	Zermatt-Davos (4-9)	[]	[INSTRUCT_A(ADD(4, 9))]	[DO_A(ADD(4, 9)), NONMATCH_A(DO_A(ADD(4, 9)))]
8	3	22	421	1018.698	1019.626	B	says	okay .	[]	[]	[]
8	3	22	422	1019.117	1023.446	A	says	i see , that was not very expensive it was 2 and 3 so we	[]	[]	[]
8	3	22	-1	1020.526	1020.526	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8, 9)), NONMATCH_B(DO_B(ADD(8, 9)))]
8	3	22	-1	1021.808	1021.808	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2, 8)), NONMATCH_B(DO_B(ADD(2, 8)))]
8	3	23	423	1022.877	1023.491	B	says	there .	[]	[]	[]
8	3	23	424	1023.775	1024.509	B	says	i did that .	[]	[]	[]
8	3	23	425	1024.165	1025.573	A	says	uh okay , yeah yeah .	[]	[]	[]
8	3	23	426	1025.796	1031.458	A	says	what about mount zurich to mount luzern and then you do it to mount bern ?	[ADD(2, 1), ADD(3, None)]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]
8	3	23	427	1030.814	1031.607	B	says	okay go .	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[]
8	3	23	428	1032.490	1033.523	A	says	this , oh i can	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[]
8	3	23	-1	1032.631	1032.631	A	adds	Luzern-Zurich (1-2)	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[DO_A(ADD(1, 2)), NONMATCH_A(DO_A(ADD(1, 2)))]
8	3	23	429	1032.759	1033.403	B	says	one .	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[]
8	3	23	430	1033.643	1034.736	A	says	and then this .	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[]
8	3	23	431	1034.197	1034.751	B	says	two .	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[]
8	3	23	-1	1035.278	1035.278	A	adds	Luzern-Bern (1-3)	[]	[INSTRUCT_A(ADD(2, 1)), INSTRUCT_A(ADD(3, None))]	[DO_A(ADD(1, 3)), NONMATCH_A(DO_A(ADD(1, 3)))]
8	3	24	432	1036.264	1036.698	B	says	okay .	[]	[]	[]
8	3	24	433	1036.938	1038.331	B	says	so i'm gonna do	[]	[]	[]
8	3	24	434	1038.977	1040.955	A	says	mount bern to mount basel yeah .	[ADD(3, 0)]	[INSTRUCT_A(ADD(3, 0))]	[INSTRUCT_A(ADD(3, 0))]
8	3	24	-1	1039.993	1039.993	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0, 3)), MATCH_B(INSTRUCT_A(ADD(3, 0)))]
8	3	24	435	1041.059	1043.052	A	says	and then mount neuchatel .	[ADD(7, None)]	[INSTRUCT_A(ADD(7, None))]	[INSTRUCT_A(ADD(7, None))]
8	3	24	-1	1042.576	1042.576	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0, 7)), MATCH_B(INSTRUCT_A(ADD(7, None)))]
8	3	25	436	1043.261	1045.134	B	says	okay and do that , interlaken .	[ADD(5, None)]	[INSTRUCT_B(ADD(5, None))]	[INSTRUCT_B(ADD(5, None))]
8	3	25	437	1045.478	1047.156	A	says	interlaken and we're done .	[ADD(5, None)]	[INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(5, None))]	[INSTRUCT_A(ADD(5, None))]
8	3	25	438	1046.122	1047.066	B	says	come on .	[]	[INSTRUCT_B(ADD(5, None)), INSTRUCT_A(ADD(5, None))]	[]
8	3	25	-1	1046.724	1046.724	A	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_A(ADD(5, 7)), MATCH_A(INSTRUCT_B(ADD(5, None)))]
8	3	25	439	1047.290	1047.543	B	says	yeah .	[]	[]	[]
8	3	25	440	1048.114	1048.609	B	says	submit ?	[]	[]	[]
8	3	25	441	1048.788	1049.357	A	says	submit .	[]	[]	[]
8	3	25	-1	1049.144	1049.144	A	presses	submit (enabled)	[]	[]	[]
8	3	25	442	1049.357	1049.657	B	says	go .	[]	[]	[]
8	3	25	-1	1049.476	1049.476	B	presses	submit (enabled)	[]	[]	[]
8	3	25	-1	1049.509	1049.509	T	submits	cost=25 (opt_cost=22)	[]	[]	[]
8	3	25	-1	1049.829	1049.829	R	shows	talking emotion	[]	[]	[]
8	3	25	-1	1049.831	1049.831	R	shows	up_left gesture	[]	[]	[]
8	3	25	-1	1049.945	1049.945	R	says	you are away from the minimum by 3 francs. let's try again.	[]	[]	[]
8	4	25	443	1050.018	1052.894	R	says	you are away from the minimum by 3 francs.	[]	[]	[]
8	4	25	444	1052.831	1054.209	A	says	3 francs !	[]	[]	[]
8	4	25	445	1053.763	1055.920	R	says	let's try again .	[]	[]	[]
8	4	25	446	1055.557	1056.950	A	says	we're so good !	[]	[]	[]
8	4	25	447	1057.294	1058.343	A	says	we're getting better .	[]	[]	[]
8	4	25	448	1058.690	1060.337	B	says	that was better that was really good .	[]	[]	[]
8	4	25	449	1060.487	1062.000	B	says	so now let's go	[]	[]	[]
8	4	25	450	1060.517	1061.880	A	says	um	[]	[]	[]
8	4	25	451	1062.973	1070.095	A	says	from , what about mount neuchatel to mount basel and then mount zurich to , mount gallen okay	[ADD(7, 0), ADD(2, 8)]	[INSTRUCT_A(ADD(7, 0)), INSTRUCT_A(ADD(2, 8))]	[INSTRUCT_A(ADD(7, 0)), INSTRUCT_A(ADD(2, 8))]
8	4	25	452	1068.668	1069.133	B	says	yeah .	[]	[INSTRUCT_A(ADD(7, 0)), INSTRUCT_A(ADD(2, 8))]	[]
8	4	25	453	1069.834	1070.125	B	says	go .	[]	[INSTRUCT_A(ADD(7, 0)), INSTRUCT_A(ADD(2, 8))]	[]
8	4	25	-1	1070.637	1070.637	A	adds	Basel-Neuchatel (0-7)	[]	[INSTRUCT_A(ADD(7, 0)), INSTRUCT_A(ADD(2, 8))]	[DO_A(ADD(0, 7)), NONMATCH_A(DO_A(ADD(0, 7)))]
8	4	25	-1	1072.180	1072.180	A	adds	Basel-Zurich (0-2)	[]	[INSTRUCT_A(ADD(7, 0)), INSTRUCT_A(ADD(2, 8))]	[DO_A(ADD(0, 2)), NONMATCH_A(DO_A(ADD(0, 2)))]
8	4	26	454	1073.800	1076.412	A	says	oh that was expensive , that was expensive .	[]	[]	[]
8	4	26	455	1074.001	1074.976	B	says	where do i go ?	[]	[]	[]
8	4	26	456	1074.976	1075.798	B	says	where do	[]	[]	[]
8	4	26	457	1076.615	1077.364	B	says	where do i go ?	[]	[]	[]
8	4	26	458	1077.678	1078.322	A	says	i don't know .	[]	[]	[]
8	4	26	459	1078.742	1080.090	A	says	that was 4 and 5 .	[]	[]	[]
8	4	26	460	1079.565	1081.557	B	says	i'm doing a circle okay ?	[]	[]	[]
8	4	26	-1	1081.392	1081.392	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2, 8)), NONMATCH_B(DO_B(ADD(2, 8)))]
8	4	26	461	1081.842	1082.396	B	says	one .	[]	[]	[]
8	4	26	-1	1082.644	1082.644	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8, 9)), NONMATCH_B(DO_B(ADD(8, 9)))]
8	4	27	462	1082.666	1083.025	B	says	two .	[]	[]	[]
8	4	27	463	1083.729	1085.272	B	says	let's just do a big circle .	[]	[]	[]
8	4	27	464	1085.360	1087.727	A	says	that would , i think we already spended more .	[]	[]	[]
8	4	27	465	1088.266	1089.749	A	says	that was 5 and 4 .	[]	[]	[]
8	4	27	466	1092.453	1093.142	B	says	just do it .	[]	[]	[]
8	4	27	467	1093.471	1095.583	B	says	mount davos to mount zermatt .	[ADD(9, 4)]	[INSTRUCT_B(ADD(9, 4))]	[INSTRUCT_B(ADD(9, 4))]
8	4	27	-1	1095.665	1095.665	A	adds	Zermatt-Davos (4-9)	[]	[]	[DO_A(ADD(4, 9)), MATCH_A(INSTRUCT_B(ADD(9, 4)))]
8	4	27	468	1096.257	1098.279	A	says	and then to mount luzern ?	[ADD(1, None)]	[INSTRUCT_A(ADD(1, None))]	[INSTRUCT_A(ADD(1, None))]
8	4	27	469	1097.905	1098.384	B	says	yeah .	[]	[INSTRUCT_A(ADD(1, None))]	[]
8	4	27	-1	1098.748	1098.748	A	adds	Luzern-Zermatt (1-4)	[]	[INSTRUCT_A(ADD(1, None))]	[DO_A(ADD(1, 4)), NONMATCH_A(DO_A(ADD(1, 4)))]
8	4	28	470	1098.864	1099.238	B	says	no .	[]	[]	[]
8	4	28	471	1099.628	1100.032	B	says	okay .	[]	[]	[]
8	4	28	-1	1101.426	1101.426	B	adds	Luzern-Bern (1-3)	[]	[]	[DO_B(ADD(1, 3)), NONMATCH_B(DO_B(ADD(1, 3)))]
8	4	28	472	1101.563	1104.244	A	says	and then mount bern mount interlaken .	[ADD(3, 5)]	[INSTRUCT_A(ADD(3, 5))]	[INSTRUCT_A(ADD(3, 5))]
8	4	28	-1	1102.503	1102.503	B	adds	Interlaken-Bern (5-3)	[]	[]	[DO_B(ADD(5, 3)), MATCH_B(INSTRUCT_A(ADD(3, 5)))]
8	4	29	473	1104.184	1104.963	B	says	and last one .	[]	[]	[]
8	4	29	474	1105.053	1106.715	A	says	yeah we've spended more .	[]	[]	[]
8	4	29	475	1105.098	1106.611	B	says	this is so expensive .	[]	[]	[]
8	4	29	-1	1105.132	1105.132	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5, 6)), NONMATCH_A(DO_A(ADD(5, 6)))]
8	4	29	-1	1106.760	1106.760	A	presses	submit (enabled)	[]	[]	[]
8	4	29	-1	1106.776	1106.776	B	presses	submit (enabled)	[]	[]	[]
8	4	29	-1	1106.829	1106.829	T	submits	cost=31 (opt_cost=22)	[]	[]	[]
8	4	29	-1	1107.183	1107.183	R	shows	talking emotion	[]	[]	[]
8	4	29	-1	1107.184	1107.184	R	shows	up_left gesture	[]	[]	[]
8	4	29	-1	1107.282	1107.282	R	says	you are not that far from the minimum; the difference is only 9 francs. i am sure you can do it.	[]	[]	[]
8	5	29	476	1107.599	1115.598	R	says	you are not that far from the minimum , the difference is only 9 francs i, am sure you can do it .	[]	[]	[]
8	5	29	477	1113.603	1115.355	A	says	9 francs .	[]	[]	[]
8	5	29	478	1115.992	1116.968	A	says	the difference .	[]	[]	[]
8	5	29	479	1116.968	1118.471	A	says	is only 9 francs .	[]	[]	[]
8	5	29	480	1117.033	1118.411	B	says	oh i know what we are doing .	[]	[]	[]
8	5	29	481	1118.666	1119.474	B	says	i know what we are doing .	[]	[]	[]
8	5	29	482	1120.476	1120.851	B	says	ready ?	[]	[]	[]
8	5	29	483	1121.285	1121.720	B	says	go .	[]	[]	[]
8	5	29	484	1122.484	1123.352	B	says	go mount	[]	[]	[]
8	5	29	485	1123.607	1127.157	B	says	neuchatel to mount basel to mount zurich to mount gallen to mount davos	[ADD(7, 0), ADD(2, 8), ADD(9, None)]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None))]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None))]
8	5	29	486	1127.365	1128.204	B	says	mount zermatt	[ADD(4, None)]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None))]	[INSTRUCT_B(ADD(4, None))]
8	5	29	487	1128.024	1130.316	A	says	no because remember that was so expensive .	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None))]	[]
8	5	29	488	1128.503	1129.372	B	says	mount neuchatel	[ADD(7, None)]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None))]	[INSTRUCT_B(ADD(7, None))]
8	5	29	489	1130.615	1131.499	A	says	so i should go to	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None))]	[]
8	5	29	491	1131.619	1132.877	A	says	from mount neuchatel	[ADD(7, None)]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None))]	[INSTRUCT_A(ADD(7, None))]
8	5	29	490	1131.619	1136.340	B	says	no , mount zermatt to mount luzern mount bern to mount interlaken	[ADD(4, 1), ADD(3, 5)]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5))]	[INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5))]
8	5	29	492	1136.257	1138.722	A	says	wait what mount zermatt to mount luzern	[ADD(4, 1)]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5)), INSTRUCT_A(ADD(4, 1))]	[INSTRUCT_A(ADD(4, 1))]
8	5	29	493	1136.490	1137.179	B	says	and then mount	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	494	1137.883	1138.593	B	says	just do	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	495	1138.916	1141.253	B	says	something and then i'll tell you what i'm going to do .	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	496	1141.341	1144.172	A	says	okay i think i'm going to do this to this .	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	497	1144.367	1146.059	B	says	oh my god i'm scared , okay .	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_B(ADD(3, 5)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	-1	1144.675	1144.675	A	adds	Zermatt-Montreux (4-6)	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_A(ADD(4, 1))]	[DO_A(ADD(4, 6)), MATCH_A(INSTRUCT_B(ADD(4, None)))]
8	5	29	498	1147.015	1147.403	B	says	okay .	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	499	1147.034	1148.342	A	says	and this to this .	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(4, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None)), INSTRUCT_B(ADD(4, 1)), INSTRUCT_A(ADD(4, 1))]	[]
8	5	29	-1	1148.738	1148.738	A	adds	Zermatt-Davos (4-9)	[]	[INSTRUCT_B(ADD(7, 0)), INSTRUCT_B(ADD(2, 8)), INSTRUCT_B(ADD(9, None)), INSTRUCT_B(ADD(7, None)), INSTRUCT_A(ADD(7, None))]	[DO_A(ADD(4, 9)), MATCH_A(INSTRUCT_B(ADD(4, None)))]
8	5	30	500	1149.404	1149.865	B	says	okay .	[]	[]	[]
8	5	30	501	1150.341	1151.719	A	says	that wasn't expensive .	[]	[]	[]
8	5	30	502	1152.003	1154.325	A	says	we already used five .	[]	[]	[]
8	5	30	-1	1154.276	1154.276	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8, 9)), NONMATCH_B(DO_B(ADD(8, 9)))]
8	5	30	-1	1155.619	1155.619	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2, 8)), NONMATCH_B(DO_B(ADD(2, 8)))]
8	5	31	503	1155.868	1156.467	B	says	go .	[]	[]	[]
8	5	31	504	1155.928	1159.024	A	says	6 7 8 9 , it's 9 francs .	[]	[]	[]
8	5	31	505	1159.625	1160.229	A	says	um	[]	[]	[]
8	5	31	-1	1163.316	1163.316	A	adds	Luzern-Zurich (1-2)	[]	[]	[DO_A(ADD(1, 2)), NONMATCH_A(DO_A(ADD(1, 2)))]
8	5	31	506	1164.741	1165.595	B	says	okay .	[]	[]	[]
8	5	31	507	1165.924	1167.016	B	says	bold move there .	[]	[]	[]
8	5	31	-1	1165.933	1165.933	A	adds	Luzern-Bern (1-3)	[]	[]	[DO_A(ADD(1, 3)), NONMATCH_A(DO_A(ADD(1, 3)))]
8	5	32	-1	1169.642	1169.642	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0, 3)), NONMATCH_B(DO_B(ADD(0, 3)))]
8	5	32	508	1169.789	1172.035	B	says	i'm gonna go like that , i don't know .	[]	[]	[]
8	5	32	-1	1170.954	1170.954	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0, 7)), NONMATCH_B(DO_B(ADD(0, 7)))]
8	5	33	509	1172.140	1173.893	A	says	and now , here .	[]	[]	[]
8	5	33	-1	1173.830	1173.830	A	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_A(ADD(5, 7)), NONMATCH_A(DO_A(ADD(5, 7)))]
8	5	33	510	1174.908	1178.533	B	says	what if we did mount interlaken , to mount bern .	[ADD(5, 3)]	[INSTRUCT_B(ADD(5, 3))]	[INSTRUCT_B(ADD(5, 3))]
8	5	33	511	1174.908	1176.497	A	says	we're done , submit .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	513	1182.232	1184.225	A	says	let's just submit this one .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	512	1182.232	1182.577	B	says	come on .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1184.058	1184.058	B	presses	submit (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1184.776	1184.776	A	presses	submit (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1184.854	1184.854	T	submits	cost=25 (opt_cost=22)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1185.138	1185.138	R	shows	talking emotion	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1185.138	1185.138	R	shows	up_left gesture	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1185.259	1185.259	R	says	you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	514	1185.506	1190.470	R	says	you are not that far from the minimum the difference is only 3 francs.	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	515	1190.719	1191.393	A	says	3 !	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	516	1191.429	1193.646	R	says	i am sure you can do it .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	517	1193.557	1195.219	A	says	are we close !	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	518	1194.156	1196.193	B	says	okay let's do our idea again .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1194.183	1194.183	R	shows	talking emotion	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1194.184	1194.184	R	shows	up_right gesture	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	5	33	-1	1194.260	1194.260	R	says	hey guys, maybe, it would be easier to solve the problem if you look at your previous solutions more.	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	519	1194.694	1203.591	R	says	hey guys , maybe , it would be easier to solve the problem if you look at your previous solutions more .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	520	1203.772	1205.734	A	says	how do we look at that ?	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	521	1204.551	1205.899	B	says	oh my god okay .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1205.108	1205.108	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1205.791	1205.791	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	522	1206.171	1207.025	B	says	i know what to do .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1206.208	1206.208	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1206.495	1206.495	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1206.692	1206.692	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.225	1207.225	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.235	1207.235	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.625	1207.625	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.634	1207.634	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	523	1207.684	1208.792	B	says	see , we	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.742	1207.742	A	presses	help (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.825	1207.825	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1207.832	1207.832	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1208.425	1208.425	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	524	1209.372	1212.712	B	says	we're almost there when we did price 25 .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	525	1212.772	1213.446	A	says	um	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1212.808	1212.808	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1213.277	1213.277	B	presses	previous (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	526	1213.686	1214.509	A	says	it changed .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1214.375	1214.375	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1214.389	1214.389	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1214.741	1214.741	B	presses	compare (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	-1	1214.754	1214.754	B	presses	next (enabled)	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	527	1214.962	1215.905	A	says	this changed .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
8	6	33	528	1216.714	1218.152	A	says	there's trees in it now .	[]	[INSTRUCT_B(ADD(5, 3))]	[]
